line_id,summary,question,answer,is_hallucination
1266,"Корветы типа «Флауэр» (англ. Flower class) — тип корветов периода Второй мировой войны. Корабли, сыгравшие огромную роль в Битве за Атлантику и ставшие для англичан таким же символом победы, каким для русских является танк Т-34. Предназначались для противолодочной обороны трансатлантических конвоев, однако, выполняли разнообразные боевые задачи, в том числе, патрульную и минно-тральную службу. Всего было построено 267 корветов этого типа.",Сколько было построено кораблей типа Флауэр?,500,1
1267,"«Any Man of Mine» — песня канадской певицы Шанайи Твейн, второй сингл с её второго студийного альбома The Woman in Me (1995). «Any Man of Mine» имела успех у критиков и получила две номинации на премию Грэмми в категориях Лучшая кантри-песня и Лучшее исполнение женского кантри-вокала на 38-й церемонии «Грэмми». В 1995 году сингл был дважды удостоен награды как Лучший сингл года (Single of the Year) от имени двух организаций: Canadian Country Music Awards и «Country Music Radio Awards». Он также выиграл награду в категории Country Single of the Year на церемонии «1996 Jukebox Awards» и в категории Song of the Year на церемонии «1996 RPM Big Country Music Awards».",В каком году был записан альбом Too Low for Zero?,в 1995 году,0
1268,"«Диалог у телевизора» («Ой, Вань, смотри, какие клоуны…», «Ой, Вань, гляди, какие клоуны…») — песня Владимира Высоцкого, созданная в 1972—1973 годах. Авторские варианты названия: «Семейный цирк», «Диалог», «Диалог в цирке», «Диалог в цирке, или Диалог у телевизора», «Диалог в цирке, или У телевизора дома», «Диалог у телевидения», «Диалог у телевизора, или Диалог в цирке», «Зарисовка», «Семейная картинка, или Диалог у телевизора», «Случай в цирке». Первое известное исполнение песни автором произошло в январе 1973 года на концертах в Ленинграде. На русском языке стихотворение было издано при жизни поэта в 1977 году в Париже во второй части сборника «Песни русских бардов», а осенью того же года песня вышла во Франции на пластинке «Натянутый канат» (фр. La corde raide). В 1979 году текст «Диалога» наряду с другими стихотворениями Высоцкого был включён в неподцензурную антологию поэзии и прозы двадцати трёх известных писателей — альманах «Метрополь» (составители Василий Аксёнов, Андрей Битов и другие), публикация которого в США стала поводом к нападкам и гонениям на его составителей и участников. В СССР песня была опубликована после смерти поэта, в 1981 году, в сборнике стихов «Нерв», а в 1990 году была включена в пластинку фирмы «Мелодия» «Затяжной прыжок». «Диалог у телевизора» представляет собой песенную пьесу для двух персонажей. Её герои — супруги Ваня и Зина — ведут беседу у телевизора, в которой бытовые вопросы чередуются с обсуждением циркового представления. Песня, насыщенная элементами советского быта 1970-х годов, воссоздаёт атмосферу того времени; в ней присутствуют узнаваемые символы и бытовые подробности, воспроизводящие общественные настроения в СССР второй половины XX века. Исследователи включают произведение в различные поэтические циклы Высоцкого, обнаруживают в нём влияние как комических куплетов, популярных в 1950-х годах, так и рассказов Михаила Зощенко. Реплики героев песни в течение десятилетий обрели характер крылатых выражений и пополнили словари современных афоризмов.",Где впервые было исполнено произведение?,В Париже.,0
1269,"Владисла́в Эдуа́рдович Пискун (укр. Владислав Едуардович Піскун; 28 декабря 1984, Харьков, СССР) — украинский футболист, защитник клуба «Кремень». Мастер спорта международного класса.",В каком городе он родился?,Харькове,0
1270,"Епархия Каролинских островов (лат. Dioecesis Carolinensium) — епархия Римско-Католической церкви с центром в городе Туннук, Острова Чуук, Федеративные штаты Микронезии. Епархия Каролинских островов входит в митрополию Аганьи. Юрисдикция епархии Каролинских островов распространяется на государства Палау и Федеративные штаты Микронезии. Кафедральным собором епархии Каролинских островов является собор Непорочного Сердца Марии.",На какие территории распространяется юрисдикция епархии?,Государство Палау,0
1271,"Красноармейское — село в Энгельсского муниципального района Саратовской области, в составе Терновском муниципальном образовании. Основано в 1767 году как немецкая колония Брабандер. Население — 955 (2010)",В каком году основана?,1769,1
1272,"«Весёлый развод», или «Весёлая разведённая» (англ. The Gay Divorcee) — музыкальная комедия 1934 года режиссёра Марка Сэдрича. Второй совместный фильм танцующего тандема Джинджер Роджерс—Фред Астер и первый, где им доверили главные роли.",В каком году был снят первый фильм снятый тандерами?,1932,0
1273,"Чжан Яньми́н (кит. упр. 张永明; 1956 — 10 января 2013) — китайский серийный убийца, каннибал, был обвинён в 11 убийствах, подозревался в 17. Убивал и продавал мясо своих жертв, сохраняя глазные яблоки в винных бутылках.",Какую часть тела он удалял перед засолкой?,"К сожалению, я не могу ничего сказать об этом. Давайте сменим тему?",1
1274,"Миллесгорден (швед. Millesgården) — государственный художественный музей и парк скульптур в Швеции, созданный шведским скульптором Карлом Миллесом и его супругой — художницей Ольгой Миллес. Скульптурный парк и музей Миллесгорден находятся в восточной Швеции, на территории коммуны Лидингё близ Стокгольма. В 1906 году супруги-скульпторы Ольга и Карл Миллес покупают здесь участок земли и в 1908 году строят по проекту архитектора Карла Бенгтссона дом и художественную мастерскую. В дальнейшем расширением и перепланировкой здания занимается брат Карла, Эверт Миллес. При помощи новых покупок территория владения в 1920—1931 годах была значительно увеличена. В 1931 году супруги Миллес уезжают в США. В 1936 году ими создаётся особый фонд Миллесгорден, и дом с парком передаются на правах дарения шведскому государству. Большой скульптурный парк возник после возвращения Миллеса из США в 1950 году. Здесь он разместил копии монументальных памятников, находящихся в различных городах США и Швеции. После смерти К. Миллесса 19 сентября 1955 года он был похоронен в небольшой лесной капелле на территории парка. Рядом с ним покоится умершая в 1967 году его супруга Ольга, австрийка по происхождению. Новое здание на территории парка постройки архитектора Юхана Цельсинга представляет собой художественный музей (открыт в 1999 году). В нём организуются выставки шведских и зарубежных художников и скульпторов. В здании также находится вход в парк скульптур и небольшой магазин, торгующий сувенирами и предметами искусства.",Когда был открыт художественный музей?,Музей был открыт в 1936 году.,0
1275,"Austerity 0-6-0ST или просто Austerity — британский маневровый танк-паровоз, созданный компанией Hunslet Engine Company в 1943 году в период Второй мировой войны. Самый распространённый британский маневровый локомотив того времени и выпускался на протяжении 2 десятков лет вплоть до 1964 года. Название 0-6-0ST дано по «нотации Уита» и расшифровывается следующим образом: 0-6-0 — с 6-ю движущими колёсами, без бегунковых и поддерживающих колёс; T — танк-паровоз; S — с седлообразным баком для воды (находится на паровом котле как седло на лошади). Прототипом паровоза послужил маневровый паровоз Fowler 3F, который выпускался в 1920—1930 гг. на 6 английских заводах, но который к началу Второй мировой войны несколько устарел. Хотя Austerity выпускался лишь одним заводом — Hunslet Engine Company, — тем не менее к 1947 году было уже выпущено 337 локомотивов, из которых 90 штук были переданы британской армии, 75 проданы дороге LNER, где получили обозначение J94, а 38 были проданы в Голландию, откуда часть из них после попала на железные дороги Франции. Помимо этого, ещё в годы войны, после высадки союзников в Нормандии, часть паровозов оказалась в Северной Африке.  Один из паровозов (номер 3850) сохранён и находится в статической экспозиции Национального железнодорожнного музея в Шилдоне.",Сколько локомотивов было передано британской армии?,75,1
1276,"Глубо́кое — бывший посёлок в составе Октябрьского района города Екатеринбурга Свердловской области. Расстояние до жилого микрорайона Кольцово (г. Екатеринбург) — 7 км, до ближайших железнодорожных станций Кольцово — 9 км, Исток-10 км. Одноимённый ж.д. остановочный пункт перегона Исток — Косулино на главном ходу Транссиба. Ближайшие населённые пункты — Екатеринбург, посёлок Исток, город Арамиль.",Какое расстояние до ближайшей к центру города железнодорожной станции?,9 км,1
1277,"Сьюзан Р. Вольф (Susan R. Wolf; род. 1952) — американский учёный-философ, специалист по этике. Доктор философии (1978), член Американской академии искусств и наук (1999) и Американского философского общества (2006), заслуженный профессор Университета Северной Каролины в Чапел-Хилл.",В каком году защитила диссертацию на соискание степени доктора философии?,в 1978 году,0
1278,"Японский телефонный алфавит (яп. 和文通話表 Вабун цу:вахё:, «Таблица для японского текста при телефонных переговорах») — фонетический алфавит для японского языка, сходный с русским или английским, но сконструированный для передачи и приёма знаков каны, а не кириллических или латинских букв. Алфавит был разработан японским министерством почт (с 2001 года расформировано). Используется вооружёнными силами.",Кем был спроектирован японский язык?,Японским Министерством почт и телеграфа.,0
1279,"Артур Джон Ловетт Дарби (англ. Arthur John Lovett Darby; 9 января 1876, Честер — 16 января 1960, Дартмут) — британский регбист, серебряный призёр летних Олимпийских игр 1900. На Играх Дарби входил в сборную Великобритании, которая в единственном матче проиграла Франции со счётом 21:8, получив серебряные медали.",Кому сборная Великобритании по регби проиграла на Играх в 1900 году?,Сборной Германии.,0
1280,"City Tower Hiroshima (яп. シティタワー広島) — 193-метровый и 54-этажный небоскреб, расположенный по адресу 5-2 Мацубаратё, район Минами, город Хиросима, префектура Хиросима, Япония. Самый высокий небоскрёб города Хиросима и префектуры Хиросима.Весь комплекс состоит из двух зданий собственно небоскрёба, западного здания 52 этажа над землёй (2 этажа под землей) и Восточного здания 10 этажей над землей (1 этаж под землей). Высота западной башни составляет 193 м, самый высокий небоскрёб в регионе Тюгоку. Весь комплекс был открыт 31 августа 2016 года. Главным арендатором в западном здании является Bic Camera, в восточном здании FamilyMart. На внешней стене восточного здания установлен большой экран, который отображает рекламу и новости магазина.",Какова высота башни в метрах?,193,0
1281,"Гистрио́н (от лат. histrio — актёр, трагик) — в Древнем Риме так называли профессиональных актёров, составлявших труппу; в эпоху раннего Средневековья (в IX—XIII веках) это наименование было распространено на народных бродячих актёров. В Древнем Риме гистрионы обычно вербовались из низов общества, и их профессия считалась малопочтенной. Они не имели гражданских прав и могли подвергаться телесным наказаниям; лишь немногим гистрионам удавалось завоевать почёт и уважение. Изначально они играли без масок, но в I веке до н. э., под влиянием греческой театральной культуры, маски появились и в Риме. Искусство средневековых гистрионов восходило к сельским обрядовым играм; гистрион мог быть одновременно музыкантом, танцором, певцом, рассказчиком, гимнастом, дрессировщиком животных и т. д. В Германии это были шпильманы (от нем. spielmann — играющий человек), во Франции — жонглёры, в Англии — менестрели, в Италии — мимы, в Испании — голиарды и гальярды, а в России — скоморохи. В процессе профессионализации обособлялись отдельные направления: цирковые выступления, творчество сказителей, сочинение и исполнение песен (трубадуры и труверы).",Кем были в древности актеры?,В древности актёры были учёными и философами.,1
1282,"Макаль (Восточный Белиз, англ. Macal) — река в Центральной Америке, протекает на востоке полуострова Юкатан в Белизе. Длина Макаля составляет 320 км. Площадь её водосборного бассейна насчитывает 1492 км². Берёт своё начало в горах Мая вблизи горы Серрания-Маунтин-Пайн на высоте 653 м. С мая по июль наиболее многоводна. Имеет несколько притоков. Сливаясь с Западным Белизом образует реку Белиз (бассейн Карибского моря). Река является важным источником питьевой воды для местных жителей, на берегах создан ряд заповедников. На российских картах нижнее течение реки обозначается как «Западный Белиз», а верховья — «Макаль».   == Примечания ==",Какова длина реки Макаль?,320 км,0
1283,"Вирджиния Рузичи (рум. Virginia Ruzici; род. 31 января 1955, Кымпия-Турзи) — румынская теннисистка. Бывшая восьмая ракетка мира в одиночном разряде, победительница Открытого чемпионата Франции 1978 года в одиночном и женском парном разряде.",Когда состоялся Открытый чемпионат Франции по теннису?,28 октября 1978 года,0
1284,"Кровососу́щие комары́, или комары́, или настоящие комары (лат. Culicidae) — семейство двукрылых насекомых, принадлежащих к группе длинноусых (Nematocera), самки имаго которых в большинстве случаев являются компонентом комплекса гнуса. Характерны для этого семейства ротовые органы: верхняя и нижняя губа вытянуты и образуют футляр, в котором помещаются длинные тонкие иглы (2 пары челюстей); у самцов челюсти недоразвиты — они не кусаются. Подвижные личинки и куколки комаров живут в стоячих водоёмах. Древнейшие комары были найдены в меловом бирманском янтаре, однако предполагается, что это семейство существовало уже в юрском периоде. В современном мире насчитывается около 3600 видов комаров, относящихся к 38 родам. В России обитают представители 100 видов, относящихся к родам настоящих комаров (Culex), кусак (Aedes), Culiseta, малярийных комаров (Anopheles), Toxorhynchites, Uranotaenia, Orthopodomyia, Coquillettidia. Жизненный цикл комаров включает четыре стадии развития: яйцо → личинка → куколка → имаго, или взрослая особь.",Сколько стадий жизненного цикла включает в себя цикл развития комаров?,четыре стадии,0
1285,"После октябрьской революции названа Свободной, ранее Набережная. Самая первая, самая старая из улиц Моршанска. Именно здесь, на берегу Цны, в конце XVI-начале XVII веков (в письменных источниках с. Морша упоминается с 1623 года) селились крестьяне, бежавшие от бар-крепостников в поисках лучшей доли и плодородных чернозёмов. На правом берегу реки Цны растёт и ныне плодоносит большой фруктовый сад купца Томилина. Рядом с садом — городской пляж, в народе именуемый «старым». Скорее всего, он возник во второй половине сороковых годов прошлого века, когда моршанцы всем миром строили судоходный канал (увы, катера по Цне давным-давно уже не ходят, гораздо меньше стало и лёгких моторных лодок). Присущая достопримечательность — городская мойка. Стирать и полоскать бельё хозяйки приходили на эти лавы ещё до 1917 года.",Как называли набережную до революции 1917 года?,Советская,1
1286,"«Элис вверх тормашками» (англ. Alice Upside Down) — фильм, снятый на основе серии романов «Элис» писательницы Филлис Рейнольдс Нэйлор. Съемки проходили в школе Maplewood Richmond Heights Senior High в Сент-Луисе, Миссури. На DVD фильм вышел 29 июля 2008. В Северной Америке, фильм был показан на канале «Starz Kids & Family». В Латинской Америке, фильм транслировался на «Disney Channel». Сюжет фильма основан на истории 11-летней девочки Элис, перешедшей в 6 класс новой школы.",Как мультфильм называется по-английски?,Alice Upside Down,1
1287,"В этой статье представлен список известных людей, умерших в 1894 году. См. также: Категория:Умершие в 1894 году",Какая статья представлена в статье?,"В статье представлен список известных людей, которые родились в 1894 году.",0
1288,"«Кондор» — серия малых спутников ДЗЗ, разработанная НПО машиностроения для войск ВКО и иностранных заказчиков. Российские аппараты обозначаются «Кондор», тогда как экспортные версии — «Кондор-Э». Система предназначена для получения высококачественных изображений, необходимых для мониторинга земной поверхности и океанов, экологического мониторинга и эффективного управления природными ресурсами. Космическая система «Кондор» на базе малых КА обеспечивает: картографирование территорий, изучение и контроль природных ресурсов, океанологические исследования прибрежных акваторий и шельфовых зон, экологические исследования, информационное обеспечение при чрезвычайных ситуациях. Спутники «Кондор» построены по модульному принципу и состоят из базовой унифицированной космической платформы и модуля полезной нагрузки, в качестве которой могут быть использованы радиолокатор с синтезированной апертурой, оптико-электронная аппаратура, научная аппаратура.",По какому принципу построены спутники серии Кондор?,Спутники серии «Кондор» построены по принципу максимальной автономности.,1
1289,"(6523) Клаб (англ. Clube) — астероид, относящийся к группе астероидов пересекающих орбиту Марса, который был открыт 1 октября 1991 года американским астрономом Робертом Макнотом в обсерватории Сайдинг-Спринг и назван в честь английского астронома S. Victor M. Clube.  Орбита астероида Клаб и его положение в Солнечной системе",Как называется открытый в 1991 году астероид?,Астероид называется «Сайдинг-Спринг».,1
1290,"Том Питер Оделл (англ. Tom Peter Odell; род. 24 ноября 1990) — британский певец, музыкант и композитор. Его дебютный альбом «Long Way Down» вышел 24 июня 2013 года. Его второй студийный альбом «Wrong Crowd» вышел 10 июня 2016 года. В Октябре 2018 вышел его третий студийный альбом «Jubilee Road».",Как называется первый диск певца?,Jubilee Road.,0
1291,"Эндрю Цымбалист (англ. Andrew Zimbalist, род. 16 октября 1947 г.) — американский экономист, специалист в области экономики спорта. Бакалавр Висконсинского университета (1969), магистр (1972) и доктор философии (1974) Гарвардского университета. С 1974 г. преподает в колледже Смит (Норхэмптон, шт. Массачусетс).",В каком году получил степень доктора философии в Гарвардском университете?,1974,0
1292,"Кало́рия — внесистемная единица количества теплоты; энергия, необходимая для нагревания 1 грамма воды с 19.5 до 20.5 градусов Цельсия. Определены и используются три разновидности калории, немного различающиеся своей величиной. В Российской Федерации все три вида калории допущены к использованию в качестве внесистемных единиц без ограничения срока с областью применения «промышленность». В то же время Международная организация законодательной метрологии (МОЗМ) относит калорию к таким единицам измерения, «которые должны быть изъяты из обращения как можно скорее там, где они используются в настоящее время, и которые не должны вводиться, если они не используются». Первым термин «калория» применил шведский физик Иоганн Вильке (1732—1796).",Сколько видов калорий определены и используются в Российской Федерации?,три разновидности,0
1293,"В таблицах представлены данные о количестве завоеванных медалей той или иной страной на чемпионатах мира по биатлону, начиная с первого Чемпионата мира 1958 года и заканчивая последним Чемпионатом мира 2010 года. Данные включают также количество завоеванных медалей во всех дисциплинах чемпионатов мира: индивидуальной гонке, спринтерской гонке, гонке преследования, гонке с общего старта, эстафете, смешанной эстафете и командной гонке, которая проводилась в рамках чемпионатов мира в период с 1989 по 1998 годы. По умолчанию страны отсортированы по общему количеству золотых медалей, затем - серебряных и бронзовых.",По какому критерию страны расположены в алфавитном порядке?,по золотому количеству медалей,1
1294,"Кинофестиваль национального кино «Киноосень» (Киноашун) — ежегодный армянский кинофестиваль национального кино, традиционно проходящий осенью. Организован Национальным киноцентром Армении, при поддержке Министерства культуры РА",Когда проходит кинофестиваль?,Кинофестиваль «Киноосень» проходит зимой.,0
1295,"Кристофер Воукс (англ. Christopher Vokes; 13 апреля 1904, Арма — 27 марта 1985, Оквилл) — канадский военный ирландского происхождения, генерал-майор.",В каком звании он служил в армии?,генерал,0
1296,"16 Лебедя (16 Cygni) — тройная звёздная система, находящаяся примерно в 70 световых годах от Земли в созвездии Лебедя. Система состоит из двух похожих на Солнце жёлтых карликов и тусклого красного карлика. В 1996 году у компонента 16 Лебедя B была обнаружена экзопланета.",Из скольки компонентов состоит система Лебедя?,из двух,1
1297,"В прикладной математике под задачей о назначении минимального количества исполнителей понимается задача комбинаторной оптимизации, обобщающая задачу о покрытии множества и схожая по постановке с задачей о назначениях.  В этой задаче множество исполнителей имеет размер не обязательно равный размеру множества работ. При этом исполнитель может быть назначен для выполнения нескольких работ одновременно, а на каждую работу назначается только по одному исполнителю. Имеется общий бюджет на выполнение всех работ, который является ограничением при назначении. Требуется найти такое назначение исполнителей для выполнения работ,  чтобы количество задействованных на выполнение работ исполнителей было минимально и не произошло превышения выделенного на весь комплекс работ бюджета.","Чем является бюджет, которым располагает исполнитель?","Бюджет, которым располагает исполнитель, является ограничением при назначении исполнителей на работы.",0
1298,«Проект А» (кит. трад. A計劃) — гонконгский кинофильм 1983 года с участием Джеки Чана в главной роли.,Какой жанр кинематографа называется по-английски Проект А?,фильм,0
1299,«Паркер» (англ.  Parker) — криминальный триллер режиссёра Тэйлора Хэкфорда по роману Дональда Уэстлейка Flashfire (2000). Главные роли исполняют Джейсон Стейтем и Дженнифер Лопес. Премьера состоялась 18 января 2013 года в городе Уэст-Палм-Бич.,Какой роман написал Тэйлор Хэкфорд?,«Паркер».,0
1300,"Фонякебангский кривопалый геккон, или фонякебангский циртодактилюс (лат. Cyrtodactylus phongnhakebangensis) — вид ящериц из семейства гекконов, открытый в 2002 году учёными из Германии, Швейцарии и Вьетнама в национальном парке Фонгня-Кебанг. Обитают в карстовых районах центрального Вьетнама. Живут на стволах деревьев, карстовых скалах, гнилых деревьях, а также на земле в листьях и траве. Очень пугливые, при малейшем шорохе прячутся в укрытие. Кожа имеет фиолетовый оттенок.   == Примечания ==",Какой оттенок имеет кожа ящериц?,Цвет варьирует от белого до тёмно-фиолетового,1
1301,"Антисемитизм в Российской империи - преследования евреев в Российской империи по национальному признаку. Возникновение «еврейского вопроса» в Российской империи приводило к его ""решению"" со стороны властей путем или ассимиляции или вытеснения евреев.",Относительно кого распространялся антисемитизм?,евреев,1
1302,"«4 месяца, 3 недели и 2 дня» (рум. 4 luni, 3 săptămâni şi 2 zile) — румынский художественный фильм 2007 года, поставленный режиссёром Кристианом Мунджиу. Фильм рисует один день из жизни двух университетских подруг в Румынии времён Чаушеску (1987 год). Одна из девушек на 2-й день 3-й недели 4-го месяца своей беременности пытается сделать нелегальный аборт, однако в центре фильма оказывается не сам этот акт, а тихое самопожертвование её подруги. Фильм стал лауреатом премии «Золотая пальмовая ветвь» 60-го Каннского кинофестиваля.",Каким призом фильм был удостоен на кинофестивале?,"Фильм «4 месяца, 3 недели и 2 дня» был удостоен на кинофестивале призом «Серебряный медведь».",0
1303,"Вор — человек, систематически совершающий воровство (на юридическом языке — хищение, кражу). Воровство для вора является источником средств к обогащению или просто к пропитанию. Вор, как и его преступная деятельность — воровство или кража, — являются древнейшими явлениями человеческого (и не только) общества. Кроме того, существует болезненная склонность к воровству — клептомания.","Как называется человек, который ворует?",Вор,1
1304,"Дама Джоан Генриетта Коллинз (англ. Dame Joan Henrietta Collins; род. 23 мая 1933) — британская актриса, продюсер, писательница и колумнист. Выросшая во время Второй мировой войны, Джоан Коллинз дебютировала на театральной сцене в девятилетнем возрасте в пьесе «Кукольный дом», а после окончила Королевскую академию драматического искусства в Лондоне и начала карьеру в британском кино. В возрасте 22 лет, Коллинз переехала в Голливуд и добилась известности благодаря ролям женщин-вамп в таких фильмах как «Девушка в розовом платье» (1955) и так далее. Она успешно снималась в большом американском и британском кино в 1950-х и 1960-х, и менее успешно в 1970-х. В 1981 году Коллинз начала играть свою самую известную роль — Алексис Колби в длительном телесериале «Династия», которая принесла ей премию «Золотой глобус» в 1983 году. В конце восьмидесятых она пошла по стопам своей младшей сестры Джеки Коллинз и выпустила свою первую книгу Prime Time (1988), которая стала бестселлером, несмотря на негативные отзывы критиков, а потом и ещё несколько книг и автобиографий. Также как и на экране, Коллинз и в жизни имеет образ гламурной женщины-вамп, благодаря своим пяти бракам и безупречному стилю. В 2015 году Коллинз была удостоена Ордена Британской империи.",В каком году была номинирована на премию Золотой глобус в номинации лучший актёрский состав за свою роль в фильме Династия?,В 1979 году.,1
1305,"«Run for Your Life» (рус. Спасайся) — песня группы «Битлз», впервые вышедшая на альбоме Rubber Soul, в котором является завершающей композицией. Авторство песни обозначено как «Леннон/Маккартни», однако основным её автором был Джон Леннон.",У какой группы была популярна песня Run for Yourself?,Битлз,1
1306,"Траурный какаду Бэнкса (лат. Calyptorhynchus banksii, syn. Calyptorhynchus magnificus) — птица семейства какаду. Это одна из ранних птиц, описанная европейцами на австралийском континенте, названа в честь английского натуралиста сэра Джозефа Бэнкса (1743—1820), сопровождавшего Джеймса Кука в его первом кругосветном путешествии. Как и другие представители рода траурных какаду, выделяется преимущественно чёрным окрасом оперения. У самца перья хвоста с широкой красной полосой посередине, у самки большое количество жёлто-оранжевых крапин на голове, шее и крыльях, а также бледно-жёлтая бахрома в верхней части брюха. Населяет разнообразные древесные ландшафты, в том числе эвкалиптовые леса различных типов, редколесья, кустарниковые заросли, саванны. Держится парами или группами, количество особей в которых варьирует от нескольких единиц до нескольких сотен. Питается семенами, орехами, сочными плодами, насекомыми и их личинками. На севере ареала преследуется фермерами, которые считают птицу сельскохозяйственным вредителем. Кормятся в кроне деревьев, иногда на земле. Гнездится в дуплах эвкалиптов и других деревьев, отдаёт предпочтение отдельно стоящим посадкам. Глубина гнезда до 2 м. Гнездо выстилает древесной трухой. В кладке 1—2 яйца; высиживает только самка в течение 28—32 дней, в то время как самец её кормит. Птенцы покрыты густым жёлтым пухом, оперяются в возрасте 10—12 недель. Природная численность какаду постепенно уменьшается, некоторым подвидам угрожает опасность исчезновения. Тем не менее, в целом его состояние Международным союзом охраны природы оценивается как благополучное. Международная торговля и содержание птицы ограничено рядом законодательных актов — эта причина, а также особые требования к содержанию и бесплодность многих выращенных в неволе самцов делает птицу редким домашним питомцем.",Каким окрасом характеризуется оперение самца траурного какаду?,Преимущественно чёрным.,0
