line_id,summary,question,answer,is_hallucination
457,"«Валькирии» (порт. „As Valkírias“ 1992) — автобиографичный роман Пауло Коэльо, в котором рассказывается о его участии в «Альтернативном обществе» - организации, члены которой отрицали ценности капитализма, декларировали право индивида на свободное самовыражение, а заодно практиковали чёрную магию.",Что отрицали члены организации?,Члены организации отрицали необходимость образования.,1
458,"Ше́рил Кревья́зак (англ. Cheryl Kreviazuk; 25 сентября 1992, Канада) — канадская кёрлингистка. Играет на позиции первого. Запасная в женской команде Канады на чемпионате мира среди женщин 2017.",На каких позициях играют запасные игроки команды?,Запасные игроки команды могут играть на любой позиции.,1
459,"«Remember (Walking in the Sand)» (также известная просто как «Remember») — песня американской гёрл-группы Shangri-Las. Была издана в 1964 году отдельным синглом и вошла в первую пятёрку в США (в чарте Billboard Hot 100). В 1980 года свою версию выпустила группа Aerosmith. В их исполнении песня опять стала хитом в США, хоть и небольшим. Кроме того, песня исполнялась и записывалась множеством других артистов. Автор песни — Джордж (Шадоу) Мортон.",В каком году была выпущена песня Remember?,в 1964,0
460,"Johnny, I Hardly Knew Ye (рус. ""Джонни, я едва тебя узнала"", другие варианты названия — Johnny, We Hardly Knew Ye и Johnny, I Hardly Knew Ya) — популярная ирландская народная антивоенная песня. Она появилась в начале XIX века, когда ирландские войска служили Британской Ост-Индской торговой компании. В песне говорится о солдатах из местечка Атай (ирл. Athy) в графстве Килдэр, сражавшихся на Цейлоне (ирл. Sulloon). Песня приобрела популярность, появившись в составе альбома The Clancy Brothers and Tommy Makem. записанного ирландскими музыкантами The Clancy Brothers и Томми Макемом в 1961 году. Широко известна версия кельтик-панк-группы Dropkick Murphys, вышедшая в альбоме The Meanest of Times в 2007 году, а в 2008 выпущенная отдельным синглом.","В каком веке появилась песня Джонни, Я почти не знал тебя?",В XX веке.,1
461,"International Supercomputing Conference (международная конференция по суперкомпьютерным технологиям) — ежегодная конференция по суперкомпьютерам. Проводится в Европе с 1986 года.Организована профессором Hans Meuer и доктором Hans-Martin Wacker. Изначально называлась “Mannheimer Supercomputer Seminar” и была небольшой университетской конференцией о суперкомпьютерах и их технологиях. Проводилась в Мангеймском университете. На 2012 год количество участников оценивалось в 2 тысячи.Не следует путать с ACM/IEEE Supercomputing Conference, которая проводится в США. В 1986-1992 года на конференции публиковался список суперкомпьютеров. В список входили векторные суперкомпьютеры США, Японии и Европы, он составлялся по информации производителей. В 1992 году в список входило 530 систем. Из-за недостатков списка, Erich Strohmaier и Hans Meuer в 1993 году начали проект TOP500, в рамках которого они сравнивали производительность суперкомпьютеров мира.Новый рейтинг TOP500 публикуется 2 раза в год, поочередно на данной конференциях и на  ACM/IEEE Supercomputing Conference, которая проводится с 1988 года в США.",Сколько раз в год публикуется новый рейтинг Top500?,2 раза,0
462,"Адрамелех (ивр. ‏אַדְרַמֶּלֶךְ‏‎; греч. Αδραμελεχ Adramelekh; лат. Adramelech) — упоминаемое в Библии ассирийское божество, которому наравне с Молохом приносили человеческие жертвы. Его имя означало «славный царь». Он почитался как бог солнца (наряду с ним упоминается Анамелех, бог луны), покровитель ремесла. Центром поклонения ему считается город Сепарваим (Сиппар в центральной Месопотамии): «Сепарваимцы сожгли сыновей своих в огне Адрамелеху и Анамелеху, богам Сепарваимским» (4Цар. 17:31)). Предполагается, что Адрамелеху приносили в жертву детей, сжигая их перед огромным бронзовым изваянием этого божества. Хотя археологи до сих пор не нашли никаких доказательств существования таких статуй. Поэтому Адрамелеха позднее отождествляли с Баалом, которому также приносились подобные жертвы: таким образом появилось божество Баал-Адрамелех (Baal-Adramelech). Когда ассирийские завоеватели разрушили Израильское царство (722 до н. э.) и изгнали израильтян в Ассирию, они привели на их место ассирийских поселенцев, в том числе выходцев из Сепарваима, которые принесли с собой культ Адрамелеха на землю Палестины, в Самарию.",Как почитался бог Адрамелех?,как бог Солнца,0
463,"Намин (перс. نَمین) — город в Иране, в остане Ардебиль. Намин расположен в горном районе близко к Каспийскому морю, на высоте порядка 1800 м над уровнем моря. Климат Намина умеренный, с холодной зимой и мягким летом. Вокруг Намина много лесов и фруктовых садов. Расстояние между ним и Ардебилем — 25 км. Минуя горный перевал Хейран, можно попасть в Астару. Город с давних пор известен благодаря богатой культуре.",Как далеко находится Намин от Ардебиля?,50 км,1
464,"Худаверди Салман оглы Джабиев (азерб. Xudaverdi Salman oğlu Cəbiyev; 1886, Биджо, Бакинская губерния — 3 июля 1975, там же) — советский азербайджанский агроном. Герой Социалистического Труда (1948).",В каком году он получил эту награду?,в 1948 году,0
465,"Реконструкционный фильтр (восстанавливающий фильтр, англ. reconstruction filter, anti-imaging filter) используется в смешанных аналогово-цифровых системах для вывода гладкого (smooth) аналогового сигнала c цифрового выхода. В частности, он применяется в устройствах ЦАП.",Что представляет собой регенерационный фильтр?,"Регенерационный фильтр — это устройство, которое используется для восстановления аналогового сигнала после его преобразования в цифровой формат. Оно применяется в смешанных аналогово-цифровых системах для вывода гладкого аналогового сигнала с цифрового выхода.",1
466,"Иордания принимала участие в летних Олимпийских играх 2012 года, которые проходили в Лондоне (Великобритания) с 27 июля по 12 августа, где её представляли 9 спортсменов в пяти видах спорта. На церемонии открытия Олимпийских игр флаг Иордании несла тхэквондистка Надин Давани, а на церемонии закрытия — Мохаммад Абу-Либде. На летних Олимпийских играх 2012 Иордания вновь не сумел завоевать свою первую олимпийскую медаль.",Где проходили Олимпийские игры 2012 года?,В Иордании.,1
467,"The Islanders — интернациональная поп-группа, участники которой родом из Англии, Шотландии, Кипра и Норвегии. Вместе с Джоном Лилигрином группа принимала участие на ежегодном песенном конкурсе Евровидение 2010 как участники от Кипра, с песней «Life looks better in spring». Члены коллектива «The Islanders» — супружеская пара Джон Грегори и Сильвия Стренд сами спродюсировали и создали аранжировки конкурсной композиции, написанной киприотским композитором Мелисом Константину. В финале конкурса группа заняла 21-е место (с результатом в 27 баллов).",Из каких стран состоят участники группы?,"Участники группы состоят из России, Франции и Германии.",1
468,"Са́ти (санскр. सती) — похоронная ритуальная традиция в индуизме, в соответствии с которой вдова подлежит сожжению вместе с её покойным супругом на специально сооружённом погребальном костре. На данный момент это явление редкое и запрещённое. Слово сати — прилагательное женского рода на санскрите, означающее «настоящая», «существующая», а также «правдивая», «честная». Название произошло от имени богини Сати, известной также под именем Дакшаяни, которая принесла себя в жертву, будучи не в силах снести унижения, которым её отец Дакша подверг избранного ею бога Шиву.",Что предписывает традиция сати вдове и её супругу?,сожжение,0
469,"Салман Гусейн оглы Гамбаров (азерб. Qəmbərov Salman Hüseyn oğlu ; 18 апреля 1959, Баку) — азербайджанский джазмен. Народный артист Азербайджана (2018).",В каком году он получил звание Народного артиста Азербайджана?,Салман Гусейн оглы Гамбаров получил звание Народного артиста Азербайджана в 2023 году.,1
470,"Корейский сад — сад, сочетающий в себе элементы природы и корейской культуры. По своему содержанию прост и более близок к природе. Корейский сад имеет двухтысячелетнюю историю. Наиболее древние записи, датируемые периодом трёх корейских государств (57 год до н. э. — 668 год н. э.), рассказывают об особенностях развития дворцовых и архитектурных садов того периода.",Какие элементы присутствуют в корейском саде?,Природа и корейская культура,0
471,"Документальный, цветной, полнометражный фильм Рижской киностудии (1950 года) был назван также, как и первый, чёрно-белый, документальный фильм 1947 года — «Советская Латвия».",В каком году был снят первый советский широкоэкранный фильм?,1950,1
472,"«Десна́» (укр. «Десна») — украинский профессиональный футбольный клуб из Чернигова. Основан в 1960 году под названием «Авангард», в 1961 году переименован в «Десну». Выступает в Премьер-лиге. Является одним из 11 клубов, которые сохранили профессиональный статус с первого сезона чемпионата Украины. Главными достижениями «Десны» в советский период стали выход в 1/8 финала Кубка СССР 1965 года и титул вице-чемпиона Украинской ССР 1982 года. Наивысшим достижением в истории клуба является 4-е место в чемпионате Украины 2019/20. Александр Рябоконь, возглавляющий «Десну» с марта 2012 года, по данным Международного центра спортивных исследований входит в число 20 самых преданных тренеров мира по продолжительности работы в своём клубе. Капитаном команды с августа 2020 года является Владислав Огиря, сменивший ушедшего из клуба Дениса Фаворова.",В каком году команда Десна впервые выступила в Кубке СССР?,В 1982 году.,1
473,"Почётный работник прокуратуры Российской Федерации — ведомственная награда прокуратуры Российской Федерации. Нагрудный знак учреждён приказом Генеральной прокуратуры РФ от 10 января 2007 г. № 1, этим же приказом утверждено «Положение о нагрудном знаке „Почетный работник прокуратуры Российской Федерации“».",Как расшифровывается аббревиатура прокуратуры РФ?,Прокуратура Российской Федерации,0
474,"Ураган Лаура (англ.  Hurricane Laura) — самый мощный ураган в Атлантике в сезоне 2020 года. Среди двенадцати именных штормов всех сезонов в бассейне Северной Атлантики это самый ранний; он образовался на восемь дней раньше Урагана Луис 1995 года. Ураган Лаура сравнивают с ураганом «Last Islands» 1856 года — сильнейшим ураганом в Атлантике, который вышел на берег американского штата Луизиана. Ураган образовался из большой тропической волны, которая 16 августа двинулась с побережья Западной Африки и стала тропической депрессией. Лора попал на Малые Антильские острова и Пуэрто-Рико как тропический шторм, затем переместился через Доминиканскую республику, Гаити и Кубу. В это время было объявлено предупреждение о тропическом шторме и эвакуации более 260 000 человек на Кубе. Примерно тогда линия дождей достигла Южной Флориды, что привело к сильным порывам ветра, ливням, увеличению прибоя и вероятности наводнения в Флорида-Кис. 25 августа Лора вошёл в Мексиканский залив и усилился до урагана 1 категории. На следующий день, из-за более благоприятных атмосферных условий и высокой температуры моря ураган быстро усилился и стал ураганом 4 категории. 27 августа в 6:00 UTC ураган Лаура вышел на побережье штата Луизиана. В результате погибли по меньшей мере 77 человек: 31 на Гаити, четыре в Доминиканской Республике и 42 в США.",Сколько человек погибло при урагане Лаура?,123 человека.,1
475,"7 Samurai Sessions -We’re Kavki Boiz- — студийный мини-сборник японского J-Rock-исполнителя Мияви, изданный в 2007 году.",В каком году был издан сборник samurai sessions -we’re kavki boiz?,2005,1
476,"Пра́вила святы́х апо́столов (греч. Οἱ κανόνες τῶν Ἁγίων Ἀποστόλων) — сборник церковных канонов (правил). Содержит постановления, касающиеся управления и дисциплины в Церкви. Исследователями обычно датируется 380 годом и считается, что он создан в Сирии. Хотя авторство правил в письменном виде не принадлежит апостолам, Православная церковь признаёт за ними апостольский авторитет до настоящего времени. Правила святых апостолов — это 47-я глава 8-й книги Апостольских постановлений, из этой книги Правила святых апостолов и были, предположительно, выделены.",Каким годом датируется сборник правил святых отцов?,380 годом,0
477,"Плея́ды (M 45, другие названия — Семь Сестёр, Стожары) — рассеянное звёздное скопление и астеризм в созвездии Тельца. Это скопление — одно из ближайших к Земле и одно из наиболее ярких звёздных скоплений. Плеяды известны с древних времён и видны невооружённым глазом даже на городском небе. Скопление и самые яркие звёзды в нём названы в честь Плеяд — нимф из греческой мифологии.",С какого периода известно скопление Плеяд?,Скопление Плеяд известно с XVIII века.,1
478,"DLNA (англ. Digital Living Network Alliance) — набор стандартов, позволяющих совместимым устройствам передавать и принимать по домашней сети различный медиаконтент (изображения, музыку, видео), а также отображать его в режиме реального времени. То есть — технология для соединения домашних компьютеров, мобильных телефонов, ноутбуков и бытовой электроники в единую цифровую сеть. Устройства, которые поддерживают спецификацию DLNA, по желанию пользователя могут настраиваться и объединяться в сеть в автоматическом режиме. Средой передачи медиаконтента обычно является домашняя локальная сеть (IP-сеть). Подключение DLNA-совместимых устройств к домашней сети может быть как проводным (Ethernet), так и беспроводным (Wi-Fi).",Как может быть подключено оборудование к беспроводной сети?,Оборудование может быть подключено к беспроводной сети с помощью соединения через Bluetooth.,1
479,"Горы Азербайджана — более половины территории Азербайджана занимают горы, относящиеся к системе Большого Кавказа на севере и Малого Кавказа на западе и юго-западе. Вместе с Талышскими горами, они охватывают Кура-Аразскую низменность с севера, запада и юго-востока.В юго-восточной части Большого Кавказа имеется два горных хребта: с вершиной Базардюзю (4466 метров) Главный или водораздельный, с вершиной Шахдаг (4243 метра) Большой или Боковой. К юго-западу горные хребты постепенно уменьшаются на 1000—700 метров. Малый Кавказ охватывает юго-западную и западную части республики, обладает сравнительно небольшой возвышенностью, является горной территорией со сложной структурой. Основными горными хребтами являются Муровдаг, Шахдаг и Зангезур. Карабахское плоскогорье, начиная от юга Муровдага до реки Аракс, находится на дугообразных конусах потухших вулканов и лаве четвёртого периода.",Что занимает почти половину территории Азербайджана?,Кура-Аразская низменность,1
480,"Йозеф Клёйтген (нем. Josef Kleutgen; 9 сентября 1811, Дортмунд — 13 января 1883) — немецкий католический богослов, иезуит. Был преподавателем германской коллегии и консультантом конгрегации индекса в Риме. Труды Клёйтгена:  «Philosophie der Vorzeit verteidigt» (2 изд., Инсбрук, 1878); «Die Theologie der Vorzeit verteidigt» (Мюнстер, 1860—1873); «Die oberste Lehrgewalt des römischen Bischofs» (1870); «Institutiones theologicae» (т. I, Регенсбург, 1881); «Das Evangelium des heiligen Matthäus» (Фрейберг, 1882); «Kleinere Schriften» (Мюнстер, 1868—1874).",Кто был Клёйтен?,Иезуит,0
481,"«Он попался!» — рисованный мультипликационный фильм Вячеслава Котёночкина, фильм-сказка для детей 1981 года, о том, как бобёр, белочка, мышонок и барсучок «спасали» зайку от медведя. В 1983 году вышло продолжение — «Попался, который кусался!».",Как мультфильм называется?,"«Весёлые приключения бобёра, белочки, мышонка и барсучка»",1
482,"Пьеро Строцци, сеньор д'Эперне (итал. Piero Strozzi; ок. 1510 — 21 июня 1558) — флорентийский кондотьер на французской службе. По матери он приходился двоюродным братом Екатерины Медичи и благодаря родству с королевской фамилией стал маршалом Франции (1552). Он принимал участие практически во всех военных кампаниях, которые вела Франция в 1540-е и 1550-е годы.",Кому приходился племянник?,Пьеро Строцци приходился племянником Екатерине Медичи.,1
483,"Домнина (умерла в 269 году) — святая мученица из Терни. День памяти — 14 апреля. По преданию, святая Домнина пострадала в Терни (лат. Interamna Nahars) вместе с десятью иными девами, посвятившими себя Богу в середине III века, в то же самое время, когда был убит святой Валентин, епископ Терни. Согласно Людовико Якобилли (Ludovico Jacobilli), кончина святой Домнины могла иметь место позже, в VI веке, во времена правления Тотилы.","Как называлось место, где замучена Домнина?",Терни,0
484,"Алабугатские татары, утар-алабугатские татары (также ногайцы-алабугаты, утары, тат. алабугат татарлары, ног. утар ногъайлар, калм. мангад) — этническая группа в составе астраханских татар. Как и большинство астраханских татар, не выделяют себя как особую этническую общность, и в основном причисляют себя к татарам, и в ходе переписи 2010 года принадлежность к алабугатским татарам указали семь человек. Характеризуются дисперсным расселением и культурно-языковой близостью к казанским татарам.",По данным переписи какого года,2010,0
485,"Citroën Xsara — небольшой семейный автомобиль французской компании Citroën, производившийся с 1997 по 2006 год. Он выпускался как трёх- и пятидверный хетчбэк и пятидверный универсал, с 1,4, 1,6, 1,8 и 2,0-литровыми бензиновыми двигателями, а также с 1,6, 1,9 и 2,0-литровыми турбодизелями.",Какими двигателями оснащался минивэн?,"1,4, 1,6, 1,8 и 2,0-литровыми бензиновыми двигателями, а также с 1,6, 1,9 и 2,0-литровыми турбодизелями.",1
486,"Сборная Антигуа и Барбуды — национальная сборная, представляющая Антигуа и Барбуду в международных матчах по футболу. Управляющая организация — Футбольная ассоциация Антигуа и Барбуды. Лучший результат показала на Карибском кубке 1998 года, заняв там 4-е место. В рейтинге ФИФА на 14 июня 2019 года занимает 124-е место.",Лучшая сборная Карибского кубка по футболу какого года?,1998,0
487,"Рес юдиката (лат. res judicata — разрешенное дело) — в римском праве положение, в соответствии с которым окончательное решение полномочного суда, которое вступило в силу, является обязательным для сторон спора и не может быть пересмотрено.  В современном международном праве это положение закреплено в Статуте Международного суда ООН:  Статья 59  Решение Суда обязательно лишь для участвующих в деле сторон и лишь по данному делу.   Статья 60   Решение окончательно и не подлежит обжалованию. В случае спора о смысле или объеме решения толкование его принадлежит Суду по требованию любой стороны.   Рес юдиката применяется также и в таких специфических учреждениях как Европейский суд по правам человека. В соответствии с пунктами 1-2 статьи 44 Европейской конвенции о защите прав и основных свобод человека 1950 года решение большой палаты Суда, а в некоторых случаях - любой из его палат является окончательным. Однако, в данном случае решение является обязательным для исполнение лишь в отношении государств. Принцип рес юдиката присущ также и арбитражным решениям. Так, статья 81 Конвенции о мирном решение международных столкновений (Гаагская конвенция 1907 года) содержит такое положение:  третейское определение решает спор окончательно и безапелляционно  Модель правил арбитражной процедуры, которая была принята Комиссией международного права ООН, также содержит положение о рес юдиката. В частности статья 34 содержит формулировку, что «арбитражное решение является окончательным решением спора».",Как переводится с латыни reus?,"Ответ: «судья».

На самом деле слово «reus» переводится как «обвиняемый».",1
488,"Митрополи́т Иси́дор (греч. Μητροπολίτης Ισίδωρος, в миру Иоа́ннис Георгиа́дис, греч. Ιωάννης Γεωργιάδης; 1881, Питиус, Хиос — 28 апреля 1938, Булавайо) — епископ Александрийской православной церкви, митрополит Йоханнесбургский.",Когда он родился?,1881 год.,1
489,"Бра́гин (белор. Брагін) — городской посёлок в Белоруссии, административный центр Брагинского района Гомельской области. Пищевая промышленность, лесхоз. Исторический музей. Население на 1 января 2018 года — 3681 человек. В связи с радиационным загрязнением в результате катастрофы на Чернобыльской АЭС из Брагина в чистые места переселена 1651 семья (4892 чел.).",Какая отрасль промышленности представлена в посёлке?,В посёлке Брагин представлена металлургическая промышленность.,1
490,"Национальная галерея искусства (англ. National Gallery of Art) — художественный музей в Вашингтоне (США) в парке Национальная аллея (англ. National Mall). В галерее собрана одна из лучших коллекций искусства в мире. В экспозиции представлены произведения искусства европейских и американских мастеров: картины, скульптуры, рисунки, фотографии, графика, предметы декоративно-прикладного искусства. Входит в десятку самых посещаемых художественных музеев мира. Коллекция насчитывает около 1200 картин (особенно широко представлены полотна итальянских, французских и американских мастеров), одно из лучших в мире собраний живописи итальянского Возрождения, произведения голландского и испанского барокко. Правительством США галерее были переданы 20 тыс. рисунков и акварелей, изображающих историю американских ремёсел и народного искусства. Галерея основана в 1937 году Конгрессом США на основе крупных частных коллекций Эндрю Уильяма Меллона (также выделил 10 млн долларов США на строительство здания), Лессинга Дж. Розенвальда, Сэмуэла Генри Кресса и более чем 2000 скульптур, картин, предметов декоративного искусства и фарфоровых изделий из коллекции Джозефа Уайденера, а также других коллекционеров. Здание галереи было  построено в 1941 году по проекту архитектора Дж. Р. Поупа в неоклассическом стиле.",В каком году была основана галерея?,В 1937 году,0
491,"Олимпиады школьников — в советской образовательной системе с 1934 года форма соревнования лучших учащихся и студентов по определённым предметам учебной программы, для выявления наиболее способных, которых затем отбирали для углубленного изучения данных предметов, в том числе в школах для особо одарённых детей, направляли соревноваться по этим предметам на более высоком уровне, в том числе международном, отбирали для продолжения учебы в профильных учебных заведениях (школьников) или аспирантуре (аспирантов).",Где существовали отраслевые школы?,Образовательная система,0
492,"Ричард Брент Талли (англ. Richard Brent Tully) (родился в 1943) — астроном из Астрономического института в Гонолулу (Гавайи, США). Специализация Талли — астрофизика галактик. Вместе с Джеймсом Ричардом Фишером, в работе Новый метод определения расстояний до галактик, он ввёл ныне известную зависимость Талли-Фишера между яркостью спиральных галактик (пропорциональной массе их звёзд) и амплитудой их ротационных кривых. Эта зависимость дала возможность делать довольно точные оценки расстояний до галактик. Составленный им в 1988 году Каталог ближних галактик (англ. The Nearby Galaxies Catalog) содержит трёхмерные координаты 68 тысяч ближайших к Земле галактик. На основе этих данных была построена модель расположения галактик в кубе со стороной в 700 миллионов световых лет и с центром в Земле. Визуальное представление этих данных было оформлено в виде компьютерной программы-планетария «Starry Night Pro», данные в которой называются Базой Талли (англ. Tully Database). В этой базе содержится гиперструктура, которой Талли дал название «комплекс сверхскоплений Рыб-Кита». В 2014 году Талли составил трёхмерную карту гравитационно связанного сверхскопления, содержащего наше Сверхскопление Девы, и названного им Ланиакея.",Когда родилась Талли?,В 1953 году.,1
493,"Йума Дайкит (англ. Youma Diakite; род. 1 мая 1971 или 1 мая 1976, Мали), также известный как Йума, — малийская модель, актриса, телеведущая, проживает и работает в Италии. Она известна также как «другая Наоми» так-как очень похожа на Наоми Кэмпбелл. Родилась в Мали и выросла в Париже Приобрела всемирную известность в 18 лет когда  компания Benetton Group выбрала её в качестве модели для своей рекламной кампании. Переехав в Италию в 1998 году, стала востребованной подиумной моделью, работала на показах Armani, Versace и Dolce & Gabbana.  Снялась в нескольких телешоу. Она также была участницей реалити-шоу талантов Ballando con le Stelle (итальянская версия шоу Танцы со звёздами) а также в реалити-шоу L’isola dei famosi  (итальянская версия  Выжившая звезда) в эфире Canale 5.Периодически снимается в кино. В 2017 году снялась в фильме «Джон Уик 2», снятом Чадом Стахелски.",Где родилась Йума?,Йума родилась в Париже.,1
494,"The Shape of Jazz to Come — один из самых известных альбомов Орнетта Коулмана, его первый диск, записанный для студии Atlantic Records.  Альбом был выпущен в 1959 году. The Shape of Jazz to Come был одним из первых представителей стиля Авангардный джаз. Записанный в составе квартета без фортепиано, в своё время альбом вызвал недоумение из-за отсутствия явных аккордовых структур и включения спонтанных импровизаций в более раскрепощённой манере, нежели принято было в джазе того времени.Прорывом Коулмана был отказ от инструментов, играющих аккордовый аккомпанемент. Каждая композиция содержала короткую мелодию (тему), более в духе классических джазовых тем, а затем - несколько минут свободных импровизаций, после чего тема повторялась; хотя такая схема напоминает типичное построение бибопа, новшеством был отказ от аккордовой поддержки. В 2003 году журнал Rolling Stone поместил альбом на 248-ю позицию в списке «500 величайших альбомов всех времён».",В каком году альбом вошел в лучшую десятку?,В 1969 году.,1
495,"Бори́с Дми́триевич Па́нкин (род. 20 февраля 1931 года) — советский и российский дипломат, журналист, публицист, литературный критик. С августа по ноябрь 1991 исполнял обязанности Министра иностранных дел СССР. Посол СССР в Швеции (1982—1990), в ЧСФР (1990—1991). Посол СССР (затем — России) в Великобритании (1991—1993).",Когда он стал послом СССР в Великобритании?,1991—1993,0
496,"Звёздная кинематика — раздел астрономии, изучающий кинематику или движение звёзд в пространстве. Предметом исследования кинематики звёзд включает в себя измерение скоростей звёзд Млечного Пути и его галактик-спутников наряду с измерением внутренней кинематики более далёких галактик. Определение кинематических свойств звёзд в различных компонентах Млечного Пути, включая тонкий диск, толстый диск, балдж и звёздное гало, предоставляет важную информацию о формировании и эволюции Галактики. Данные о кинематике также помогают обнаружить такие экзотические объекты, как сверхскоростные звёзды, наличие которых обычно объясняют результатом гравитационного взаимодействия двойной звезды и сверхмассивной чёрной дыры, Sgr A* в центре Галактики. Звёздная кинематика связана (хотя и отличается) с предметом звёздной динамики, использующей теоретическое изучение или моделирование движений звёзд под действием гравитации. Модели звёздной динамики таких систем, как галактики или звёздные скопления, часто сопоставляют с кинематическими данными для исследования эволюции и распределения массы, а также для выявления наличия тёмной материи или сверхмассивных чёрных дыр по их гравитационному влиянию на орбиты звёзд.",С чем связана звездная киноматика?,"С предметом звёздной динамики связана звёздная кинематика. Звёздная динамика изучает теоретические движения звёзд под действием гравитации. Модели звёздной динамики сопоставляют с кинематическими данными для исследования эволюции и распределения массы, а также для выявления наличия тёмной материи или сверхмассивных чёрных дыр по их гравитационному влиянию на орбиты звёзд.",1
